donor_id,last_donation_date,frequency,monetary,recency,average_donation,donation_frequency_band
103924,2015-12-07,3,119.36,350,39.79,Occasional
103925,2016-06-28,5,144.92,146,28.98,Regular
103926,2016-09-03,7,228.31,79,32.62,Regular
103927,2016-04-10,6,178.77,225,29.8,Regular
103928,2016-08-28,7,235.48,85,33.64,Regular
103929,2014-07-08,1,32.37,867,32.37,One-time
103930,2016-03-03,4,149.65,263,37.41,Regular
103931,2016-11-11,5,104.99,10,21.0,Regular
103932,2016-09-09,6,162.47,73,27.08,Regular
103933,2015-11-26,5,102.33,361,20.47,Regular
103934,2016-07-20,7,231.76,124,33.11,Regular
103935,2016-09-12,7,352.8,70,50.4,Regular
103936,2016-05-03,10,321.11,202,32.11,Regular
103937,2016-11-07,5,161.38,14,32.28,Regular
103938,2016-10-19,11,239.15,33,21.74,Frequent
103939,2016-08-20,5,152.17,93,30.43,Regular
103940,2016-10-21,5,317.96,31,63.59,Regular
103941,2016-07-25,6,198.56,119,33.09,Regular
103942,2016-06-04,5,150.67,170,30.13,Regular
103943,2016-10-08,4,201.86,44,50.46,Regular
103944,2016-11-02,7,210.82,19,30.12,Regular
103945,2016-10-17,7,206.52,35,29.5,Regular
103946,2016-09-24,4,147.84,58,36.96,Regular
103947,2016-02-06,6,215.21,289,35.87,Regular
103948,2016-08-09,8,330.0,104,41.25,Regular
103949,2015-05-17,3,107.5,554,35.83,Occasional
103950,2016-09-26,6,261.2,56,43.53,Regular
103951,2016-09-11,8,278.33,71,34.79,Regular
103952,2016-07-21,4,147.42,123,36.86,Regular
103953,2016-06-26,2,28.83,148,14.42,Occasional
103954,2016-11-09,5,141.6,12,28.32,Regular
103955,2016-07-10,9,349.97,134,38.89,Regular
103956,2016-08-30,6,127.32,83,21.22,Regular
103957,2016-09-04,10,480.22,78,48.02,Regular
103958,2016-05-17,7,214.44,188,30.63,Regular
103959,2016-05-30,6,290.96,175,48.49,Regular
103960,2016-09-28,4,162.52,54,40.63,Regular
103961,2016-07-20,2,16.35,124,8.18,Occasional
103962,2015-04-22,3,111.92,579,37.31,Occasional
103963,2016-08-17,8,445.15,96,55.64,Regular
103964,2016-10-18,5,188.07,34,37.61,Regular
103965,2016-10-27,6,143.73,25,23.96,Regular
103966,2016-05-13,11,347.77,192,31.62,Frequent
103967,2016-06-28,8,185.58,146,23.2,Regular
103968,2016-06-09,8,261.7,165,32.71,Regular
103969,2016-06-15,3,102.28,159,34.09,Occasional
103970,2016-07-24,4,73.01,120,18.25,Regular
103971,2016-03-26,3,306.99,240,102.33,Occasional
103972,2016-08-15,6,302.48,98,50.41,Regular
103973,2015-11-10,4,304.94,377,76.24,Regular
103974,2016-09-02,4,162.94,80,40.74,Regular
103975,2016-09-25,7,169.5,57,24.21,Regular
103976,2016-08-14,10,225.34,99,22.53,Regular
103977,2016-10-18,7,109.19,34,15.6,Regular
103978,2016-10-04,3,42.22,48,14.07,Occasional
103979,2016-11-06,7,115.92,15,16.56,Regular
103980,2015-06-30,8,264.11,510,33.01,Regular
103981,2016-10-11,5,183.13,41,36.63,Regular
103982,2016-04-09,8,385.96,226,48.24,Regular
103983,2016-07-14,4,153.24,130,38.31,Regular
103984,2015-11-27,2,91.83,360,45.92,Occasional
103985,2016-10-02,6,159.42,50,26.57,Regular
103986,2015-10-22,6,260.07,396,43.34,Regular
103987,2016-11-11,5,136.78,10,27.36,Regular
103988,2016-08-12,5,159.89,101,31.98,Regular
103989,2016-08-17,5,170.65,96,34.13,Regular
103990,2016-09-24,9,320.85,58,35.65,Regular
103991,2015-10-03,6,132.8,415,22.13,Regular
103992,2016-11-16,11,600.17,5,54.56,Frequent
103993,2016-02-06,10,356.68,289,35.67,Regular
103994,2016-06-06,2,156.45,168,78.22,Occasional
103995,2016-03-27,11,384.11,239,34.92,Frequent
103996,2016-10-26,4,357.72,26,89.43,Regular
103997,2016-06-09,9,207.9,165,23.1,Regular
103998,2016-11-08,7,228.77,13,32.68,Regular
103999,2015-12-21,6,165.87,336,27.64,Regular
104000,2016-09-06,5,204.32,76,40.86,Regular
104001,2016-06-07,12,391.31,167,32.61,Frequent
104002,2015-01-27,6,253.91,664,42.32,Regular
104003,2016-11-14,5,282.25,7,56.45,Regular
104004,2016-08-25,5,170.54,88,34.11,Regular
104005,2016-07-17,7,210.69,127,30.1,Regular
104006,,0,0.0,1054,0.0,No Donation
104007,2015-10-01,3,87.85,417,29.28,Occasional
104008,2016-07-21,8,238.44,123,29.8,Regular
104009,2016-09-21,7,215.0,61,30.71,Regular
104010,2016-11-19,5,99.14,2,19.83,Regular
104011,2016-10-30,7,222.38,22,31.77,Regular
104012,2016-11-11,8,226.38,10,28.3,Regular
104013,2016-04-19,3,102.01,216,34.0,Occasional
104014,2016-08-18,5,197.33,95,39.47,Regular
104015,2016-09-16,8,339.65,66,42.46,Regular
104016,2016-01-15,5,213.08,311,42.62,Regular
104017,2016-01-10,4,162.24,316,40.56,Regular
104018,2016-11-10,7,287.86,11,41.12,Regular
104019,2016-06-16,8,191.02,158,23.88,Regular
104020,2016-07-12,6,177.0,132,29.5,Regular
104021,2016-10-05,6,164.43,47,27.4,Regular
104022,2016-07-27,8,353.94,117,44.24,Regular
104023,2015-08-15,6,215.31,464,35.88,Regular
104024,2015-10-19,5,199.99,399,40.0,Regular
104025,2016-06-02,6,224.38,172,37.4,Regular
104026,2016-09-21,6,183.25,61,30.54,Regular
104027,2016-06-04,6,125.67,170,20.94,Regular
104028,2016-01-20,7,222.65,306,31.81,Regular
104029,2016-04-08,3,83.06,227,27.69,Occasional
104030,2016-09-17,2,198.3,65,99.15,Occasional
104031,2016-08-19,6,559.08,94,93.18,Regular
104032,2016-05-06,3,81.09,199,27.03,Occasional
104033,2015-12-02,5,110.33,355,22.07,Regular
104034,2016-11-13,6,205.13,8,34.19,Regular
104035,2016-10-24,6,278.79,28,46.46,Regular
104036,2016-11-08,7,201.83,13,28.83,Regular
104037,2016-02-24,6,218.74,271,36.46,Regular
104038,2016-01-19,3,86.58,307,28.86,Occasional
104039,2016-04-22,9,355.01,213,39.45,Regular
104040,2016-03-13,6,272.38,253,45.4,Regular
104041,2016-10-09,11,309.86,43,28.17,Frequent
104042,2016-11-18,9,416.99,3,46.33,Regular
104043,2016-08-24,6,217.35,89,36.22,Regular
104044,2016-07-21,3,45.25,123,15.08,Occasional
104045,2016-10-24,3,124.13,28,41.38,Occasional
104046,2016-11-04,6,154.39,17,25.73,Regular
104047,2016-09-19,12,421.95,63,35.16,Frequent
104048,2016-05-16,5,135.42,189,27.08,Regular
104049,2016-09-21,8,156.45,61,19.56,Regular
104050,2016-08-20,3,190.53,93,63.51,Occasional
104051,2016-08-08,5,169.79,105,33.96,Regular
104052,2016-08-17,3,66.87,96,22.29,Occasional
104053,2016-05-12,8,225.05,193,28.13,Regular
104054,2016-07-27,4,95.79,117,23.95,Regular
104055,2016-09-04,12,472.07,78,39.34,Frequent
104056,2016-02-03,5,127.31,292,25.46,Regular
104057,2016-05-30,6,180.48,175,30.08,Regular
104058,2016-09-21,7,307.18,61,43.88,Regular
104059,2016-04-25,6,360.97,210,60.16,Regular
104060,,0,0.0,1054,0.0,No Donation
104061,2015-05-14,6,213.79,557,35.63,Regular
104062,2016-05-27,4,152.61,178,38.15,Regular
104063,2016-09-02,7,211.54,80,30.22,Regular
104064,2016-08-07,5,143.99,106,28.8,Regular
104065,2016-09-21,9,294.48,61,32.72,Regular
104066,2016-10-28,6,139.92,24,23.32,Regular
104067,2016-04-17,6,234.46,218,39.08,Regular
104068,2016-07-12,3,126.87,132,42.29,Occasional
104069,2016-03-18,5,135.65,248,27.13,Regular
104070,2016-02-22,5,174.9,273,34.98,Regular
104071,2016-09-04,6,152.6,78,25.43,Regular
104072,2016-06-11,6,331.66,163,55.28,Regular
104073,2016-10-15,11,354.97,37,32.27,Frequent
104074,2016-10-16,7,171.73,36,24.53,Regular
104075,2016-11-20,5,126.77,1,25.35,Regular
104076,2016-11-17,7,515.66,4,73.67,Regular
104077,2016-11-03,8,273.64,18,34.21,Regular
104078,2016-05-07,6,162.47,198,27.08,Regular
104079,2016-08-04,6,324.49,109,54.08,Regular
104080,2015-11-10,6,153.58,377,25.6,Regular
104081,2016-10-13,6,98.44,39,16.41,Regular
104082,2016-09-05,4,203.59,77,50.9,Regular
104083,2016-08-14,10,232.05,99,23.2,Regular
104084,2016-07-20,6,149.4,124,24.9,Regular
104085,2016-10-19,4,123.97,33,30.99,Regular
104086,2016-09-13,10,316.99,69,31.7,Regular
104087,2016-06-08,7,263.95,166,37.71,Regular
104088,2016-08-24,10,337.59,89,33.76,Regular
104089,2015-10-27,5,156.42,391,31.28,Regular
104090,2016-03-07,5,158.96,259,31.79,Regular
104091,2016-06-23,5,254.58,151,50.92,Regular
104092,2016-07-17,6,336.54,127,56.09,Regular
104093,2016-07-09,4,113.25,135,28.31,Regular
104094,2016-11-17,8,262.9,4,32.86,Regular
104095,2014-12-15,1,59.36,707,59.36,One-time
104096,2016-08-04,9,231.38,109,25.71,Regular
104097,2015-08-12,6,168.09,467,28.02,Regular
104098,2016-07-15,7,670.06,129,95.72,Regular
104099,2015-01-12,2,86.14,679,43.07,Occasional
104100,2016-08-06,5,233.44,107,46.69,Regular
104101,2016-07-28,6,177.11,116,29.52,Regular
104102,2015-01-05,2,89.68,686,44.84,Occasional
104103,2016-09-07,6,399.99,75,66.67,Regular
104104,2015-11-11,4,105.6,376,26.4,Regular
104105,2016-08-19,7,284.06,94,40.58,Regular
104106,2016-01-28,3,58.44,298,19.48,Occasional
104107,2016-11-08,6,148.5,13,24.75,Regular
104108,2015-03-29,1,28.34,603,28.34,One-time
104109,2016-10-29,10,453.7,23,45.37,Regular
104110,2016-05-21,5,135.9,184,27.18,Regular
104111,2016-11-14,6,126.51,7,21.08,Regular
104112,2016-06-14,7,227.14,160,32.45,Regular
104113,2016-04-15,7,487.02,220,69.57,Regular
104114,2015-10-05,5,174.62,413,34.92,Regular
104115,2016-08-25,5,183.5,88,36.7,Regular
104116,2016-10-15,9,217.55,37,24.17,Regular
104117,2016-03-29,2,40.51,237,20.26,Occasional
104118,2016-06-07,6,390.23,167,65.04,Regular
104119,2016-11-19,5,170.08,2,34.02,Regular
104120,,0,0.0,1054,0.0,No Donation
104121,2016-02-20,6,75.99,275,12.66,Regular
104122,2016-02-19,6,156.65,276,26.11,Regular
104123,2016-10-04,11,436.99,48,39.73,Frequent
104124,2016-06-01,4,167.01,173,41.75,Regular
104125,2015-04-21,2,106.77,580,53.39,Occasional
104126,2016-03-21,5,190.01,245,38.0,Regular
104127,2016-06-02,4,216.27,172,54.07,Regular
104128,2016-10-19,5,129.24,33,25.85,Regular
104129,2015-02-24,1,61.11,636,61.11,One-time
104130,2016-07-17,6,179.38,127,29.9,Regular
104131,2016-04-23,3,285.93,212,95.31,Occasional
104132,2016-06-09,6,181.32,165,30.22,Regular
104133,2016-11-10,13,467.21,11,35.94,Frequent
104134,2016-11-19,9,423.25,2,47.03,Regular
104135,2016-06-24,5,320.57,150,64.11,Regular
104136,2016-11-05,5,101.9,16,20.38,Regular
104137,2016-04-21,6,147.19,214,24.53,Regular
104138,2016-02-16,6,161.06,279,26.84,Regular
104139,2016-08-18,4,131.86,95,32.97,Regular
104140,2016-11-03,6,249.57,18,41.6,Regular
104141,2015-09-30,4,59.63,418,14.91,Regular
104142,2016-09-21,6,208.08,61,34.68,Regular
104143,2016-05-22,4,201.48,183,50.37,Regular
104144,2016-11-14,7,209.57,7,29.94,Regular
104145,2016-10-25,6,258.45,27,43.08,Regular
104146,2016-07-08,7,200.97,136,28.71,Regular
104147,2016-09-09,7,257.23,73,36.75,Regular
104148,2016-07-16,7,303.32,128,43.33,Regular
104149,2015-11-26,4,96.22,361,24.06,Regular
104150,2016-08-31,10,446.82,82,44.68,Regular
104151,2016-10-09,5,221.5,43,44.3,Regular
104152,2016-10-26,5,185.74,26,37.15,Regular
104153,2016-05-20,9,311.52,185,34.61,Regular
104154,2016-05-14,4,127.75,191,31.94,Regular
104155,2016-07-08,5,158.02,136,31.6,Regular
104156,2016-09-16,9,671.98,66,74.66,Regular
104157,2016-02-23,5,244.73,272,48.95,Regular
104158,2016-07-24,2,84.08,120,42.04,Occasional
104159,2016-08-30,5,178.55,83,35.71,Regular
104160,2016-05-27,4,144.18,178,36.04,Regular
104161,2016-05-31,4,105.42,174,26.36,Regular
104162,2016-10-16,5,123.47,36,24.69,Regular
104163,2016-08-28,9,326.1,85,36.23,Regular
104164,2016-06-15,7,245.07,159,35.01,Regular
104165,2016-11-09,6,367.08,12,61.18,Regular
104166,2016-02-14,6,204.71,281,34.12,Regular
104167,2016-10-04,9,246.55,48,27.39,Regular
104168,2016-09-23,4,114.62,59,28.66,Regular
104169,2015-08-24,4,82.99,455,20.75,Regular
104170,2016-04-12,5,84.62,223,16.92,Regular
104171,2016-09-27,9,354.32,55,39.37,Regular
104172,2016-05-01,6,179.08,204,29.85,Regular
104173,2016-09-28,5,215.1,54,43.02,Regular
104174,2016-06-24,8,391.97,150,49.0,Regular
104175,2016-10-23,7,349.88,29,49.98,Regular
104176,2016-06-02,4,111.67,172,27.92,Regular
104177,2016-10-24,8,279.63,28,34.95,Regular
104178,2015-07-29,2,169.28,481,84.64,Occasional
104179,2016-04-13,11,458.49,222,41.68,Frequent
104180,2015-12-02,5,425.06,355,85.01,Regular
104181,2016-10-11,3,73.75,41,24.58,Occasional
104182,2016-10-08,7,135.03,44,19.29,Regular
104183,2016-10-20,5,109.28,32,21.86,Regular
104184,2016-09-15,10,271.45,67,27.14,Regular
104185,2016-06-13,11,509.72,161,46.34,Frequent
104186,2016-11-06,10,364.9,15,36.49,Regular
104187,2015-03-13,2,61.09,619,30.54,Occasional
104188,2015-10-12,8,267.56,406,33.44,Regular
104189,2016-05-30,9,258.04,175,28.67,Regular
104190,2016-10-30,8,322.09,22,40.26,Regular
104191,2016-05-03,5,96.3,202,19.26,Regular
104192,2015-06-04,5,150.0,536,30.0,Regular
104193,2016-02-03,4,139.13,292,34.78,Regular
104194,2015-10-01,7,143.46,417,20.49,Regular
104195,2016-09-14,9,422.02,68,46.89,Regular
104196,2016-05-05,7,202.71,200,28.96,Regular
104197,2016-05-21,6,297.06,184,49.51,Regular
104198,2016-10-28,11,322.05,24,29.28,Frequent
104199,2016-11-05,3,92.44,16,30.81,Occasional
104200,2015-11-21,4,69.96,366,17.49,Regular
104201,2016-03-16,5,153.42,250,30.68,Regular
104202,2016-10-19,7,169.59,33,24.23,Regular
104203,2016-10-24,8,420.38,28,52.55,Regular
104204,2016-05-21,7,343.13,184,49.02,Regular
104205,2016-10-13,7,208.4,39,29.77,Regular
104206,2016-09-06,5,126.32,76,25.26,Regular
104207,2016-08-21,8,329.77,92,41.22,Regular
104208,2015-04-05,4,45.16,596,11.29,Regular
104209,2015-06-29,4,129.68,511,32.42,Regular
104210,2016-09-02,6,238.9,80,39.82,Regular
104211,2016-09-17,7,142.27,65,20.32,Regular
104212,2015-06-23,3,44.17,517,14.72,Occasional
104213,2016-01-22,7,190.78,304,27.25,Regular
104214,2015-12-28,5,160.58,329,32.12,Regular
104215,2016-02-01,5,207.16,294,41.43,Regular
104216,2015-06-06,2,56.7,534,28.35,Occasional
104217,2016-09-26,8,211.83,56,26.48,Regular
104218,2016-09-03,6,130.5,79,21.75,Regular
104219,2016-06-06,8,178.78,168,22.35,Regular
104220,2016-10-18,6,210.39,34,35.06,Regular
104221,2016-06-26,8,591.48,148,73.94,Regular
104222,2016-10-16,7,303.44,36,43.35,Regular
104223,2016-11-08,7,290.95,13,41.56,Regular
104224,2016-04-05,9,453.81,230,50.42,Regular
104225,2016-07-04,7,225.21,140,32.17,Regular
104226,2016-10-28,4,113.53,24,28.38,Regular
104227,2015-10-24,4,145.44,394,36.36,Regular
104228,2016-02-25,5,184.96,270,36.99,Regular
104229,2016-10-09,4,107.37,43,26.84,Regular
104230,2016-07-06,6,481.34,138,80.22,Regular
104231,2016-08-12,3,62.02,101,20.67,Occasional
104232,2015-12-17,4,218.43,340,54.61,Regular
104233,2016-11-16,4,118.57,5,29.64,Regular
104234,2016-11-07,7,196.09,14,28.01,Regular
104235,2016-06-27,10,380.53,147,38.05,Regular
104236,2016-11-14,6,346.47,7,57.74,Regular
104237,2015-06-13,5,183.54,527,36.71,Regular
104238,2016-05-03,7,285.73,202,40.82,Regular
104239,2016-11-18,6,257.05,3,42.84,Regular
104240,2016-05-03,3,99.52,202,33.17,Occasional
104241,2015-11-07,1,38.26,380,38.26,One-time
104242,2016-07-19,2,172.29,125,86.15,Occasional
104243,2016-09-03,5,272.45,79,54.49,Regular
104244,2016-10-24,5,226.44,28,45.29,Regular
104245,2015-11-12,4,89.75,375,22.44,Regular
104246,2016-10-19,7,243.48,33,34.78,Regular
104247,2016-07-23,5,190.42,121,38.08,Regular
104248,2016-09-07,7,188.43,75,26.92,Regular
104249,2016-07-13,3,72.83,131,24.28,Occasional
104250,2016-09-18,8,203.25,64,25.41,Regular
104251,2016-10-11,5,99.85,41,19.97,Regular
104252,2016-07-16,7,374.26,128,53.47,Regular
104253,2015-07-12,6,136.44,498,22.74,Regular
104254,2015-06-20,7,216.21,520,30.89,Regular
104255,2016-08-13,2,79.19,100,39.6,Occasional
104256,2016-06-26,6,150.93,148,25.16,Regular
104257,2016-07-17,9,250.26,127,27.81,Regular
104258,2016-07-03,8,360.29,141,45.04,Regular
104259,2016-03-26,3,178.06,240,59.35,Occasional
104260,2016-04-24,5,281.69,211,56.34,Regular
104261,2016-10-24,6,215.91,28,35.98,Regular
104262,2016-04-15,6,209.79,220,34.97,Regular
104263,2016-04-20,5,98.38,215,19.68,Regular
104264,2016-09-18,3,53.86,64,17.95,Occasional
104265,2015-10-28,3,76.57,390,25.52,Occasional
104266,2016-07-08,10,326.19,136,32.62,Regular
104267,2016-11-20,10,403.81,1,40.38,Regular
104268,,0,0.0,1054,0.0,No Donation
104269,2016-02-25,5,127.73,270,25.55,Regular
104270,2015-03-21,2,53.9,611,26.95,Occasional
104271,2016-02-29,7,137.13,266,19.59,Regular
104272,2015-12-27,5,176.81,330,35.36,Regular
104273,2016-11-12,7,253.44,9,36.21,Regular
104274,2014-03-25,2,78.13,972,39.07,Occasional
104275,2016-10-12,7,171.77,40,24.54,Regular
104276,2016-11-12,2,56.53,9,28.26,Occasional
104277,2016-08-23,5,216.55,90,43.31,Regular
104278,2016-09-05,6,92.18,77,15.36,Regular
104279,2016-07-28,4,74.62,116,18.66,Regular
104280,2016-04-16,8,364.59,219,45.57,Regular
104281,2016-08-15,7,310.89,98,44.41,Regular
104282,2015-06-14,2,23.31,526,11.66,Occasional
104283,2015-01-17,2,93.05,674,46.52,Occasional
104284,2016-11-16,6,143.58,5,23.93,Regular
104285,2016-02-11,2,80.77,284,40.39,Occasional
104286,2016-10-10,7,166.53,42,23.79,Regular
104287,2016-04-06,10,317.61,229,31.76,Regular
104288,2016-07-27,6,166.67,117,27.78,Regular
104289,2016-10-31,6,220.94,21,36.82,Regular
104290,2016-05-06,8,390.61,199,48.83,Regular
104291,2015-07-22,4,134.96,488,33.74,Regular
104292,2016-10-08,6,220.35,44,36.72,Regular
104293,2016-10-14,8,280.89,38,35.11,Regular
104294,2015-05-29,1,21.43,542,21.43,One-time
104295,2016-05-04,9,271.75,201,30.19,Regular
104296,2015-08-23,3,117.15,456,39.05,Occasional
104297,2016-07-05,7,358.99,139,51.28,Regular
104298,2016-05-01,7,526.14,204,75.16,Regular
104299,2016-10-07,9,248.17,45,27.57,Regular
104300,2016-01-31,5,171.53,295,34.31,Regular
104301,2016-11-01,9,390.43,20,43.38,Regular
104302,2015-05-20,4,90.29,551,22.57,Regular
104303,2014-07-17,1,44.17,858,44.17,One-time
104304,2016-05-19,4,140.2,186,35.05,Regular
104305,2016-11-01,7,246.89,20,35.27,Regular
104306,2016-10-10,9,264.57,42,29.4,Regular
104307,2016-02-04,5,264.98,291,53.0,Regular
104308,2016-05-22,6,323.8,183,53.97,Regular
104309,2015-09-10,4,86.54,438,21.64,Regular
104310,2016-01-17,3,101.51,309,33.84,Occasional
104311,2016-04-16,3,116.87,219,38.96,Occasional
104312,2016-09-29,11,414.58,53,37.69,Frequent
104313,2016-10-09,5,187.16,43,37.43,Regular
104314,2016-01-20,2,68.02,306,34.01,Occasional
104315,2016-07-16,11,394.89,128,35.9,Frequent
104316,2016-01-09,4,251.72,317,62.93,Regular
104317,2016-09-01,3,77.26,81,25.75,Occasional
104318,2016-04-16,6,175.86,219,29.31,Regular
104319,2016-10-11,12,547.9,41,45.66,Frequent
104320,2015-10-26,5,183.96,392,36.79,Regular
104321,2016-08-19,7,364.12,94,52.02,Regular
104322,2016-05-06,12,450.33,199,37.53,Frequent
104323,2016-11-17,2,41.57,4,20.78,Occasional
104324,2016-04-12,4,142.74,223,35.68,Regular
104325,2015-09-21,3,74.09,427,24.7,Occasional
104326,2015-08-24,6,171.81,455,28.64,Regular
104327,2016-05-16,4,103.66,189,25.92,Regular
104328,2016-11-03,8,258.31,18,32.29,Regular
104329,2015-08-13,2,154.23,466,77.11,Occasional
104330,2016-02-19,9,312.45,276,34.72,Regular
104331,2016-10-02,4,100.45,50,25.11,Regular
104332,2016-10-06,6,155.55,46,25.92,Regular
104333,2015-08-29,4,130.37,450,32.59,Regular
104334,2016-06-21,5,208.93,153,41.79,Regular
104335,2016-06-11,8,261.62,163,32.7,Regular
104336,2016-07-23,6,179.32,121,29.89,Regular
104337,2016-07-11,5,107.75,133,21.55,Regular
104338,2015-11-22,5,105.59,365,21.12,Regular
104339,2016-09-23,5,152.21,59,30.44,Regular
104340,2016-11-07,8,408.78,14,51.1,Regular
104341,2016-09-06,8,233.84,76,29.23,Regular
104342,2016-06-07,4,126.59,167,31.65,Regular
104343,2016-10-06,7,121.1,46,17.3,Regular
104344,2016-11-02,7,270.64,19,38.66,Regular
104345,2016-06-22,5,253.52,152,50.7,Regular
104346,2014-02-19,1,29.67,1006,29.67,One-time
104347,2016-07-03,4,86.79,141,21.7,Regular
104348,2015-10-23,3,88.33,395,29.44,Occasional
104349,2016-05-30,4,196.9,175,49.22,Regular
104350,2015-09-23,7,194.48,425,27.78,Regular
104351,2016-06-26,4,74.03,148,18.51,Regular
104352,2016-01-01,5,208.8,325,41.76,Regular
104353,2016-11-06,9,444.94,15,49.44,Regular
104354,2016-11-14,9,298.85,7,33.21,Regular
104355,2016-08-21,9,351.82,92,39.09,Regular
104356,2016-08-13,4,127.32,100,31.83,Regular
104357,2016-11-17,8,408.49,4,51.06,Regular
104358,2016-03-29,13,581.37,237,44.72,Frequent
104359,2016-05-30,3,98.0,175,32.67,Occasional
104360,2015-08-19,3,95.15,460,31.72,Occasional
104361,2015-08-22,2,100.99,457,50.5,Occasional
104362,2016-06-10,8,221.79,164,27.72,Regular
104363,2016-07-22,7,269.31,122,38.47,Regular
104364,2016-09-17,5,119.0,65,23.8,Regular
104365,2015-08-11,2,29.59,468,14.8,Occasional
104366,2016-09-13,8,272.13,69,34.02,Regular
104367,2016-11-19,8,270.45,2,33.81,Regular
104368,2016-04-10,5,99.24,225,19.85,Regular
104369,2016-02-04,1,82.58,291,82.58,One-time
104370,2016-09-10,6,312.58,72,52.1,Regular
104371,2016-06-03,3,203.6,171,67.87,Occasional
104372,2016-04-15,6,279.04,220,46.51,Regular
104373,2016-06-30,7,96.61,144,13.8,Regular
104374,2016-10-22,3,81.95,30,27.32,Occasional
104375,2016-10-03,6,245.06,49,40.84,Regular
104376,2016-06-20,6,165.65,154,27.61,Regular
104377,2016-03-14,6,146.66,252,24.44,Regular
104378,2016-10-11,9,246.03,41,27.34,Regular
104379,2016-02-15,5,166.16,280,33.23,Regular
104380,2016-01-17,6,166.4,309,27.73,Regular
104381,2016-08-06,10,274.28,107,27.43,Regular
104382,2016-11-19,5,135.58,2,27.12,Regular
104383,2016-04-29,2,54.32,206,27.16,Occasional
104384,2016-10-25,9,249.41,27,27.71,Regular
104385,2016-04-11,4,48.4,224,12.1,Regular
104386,2016-11-18,6,255.22,3,42.54,Regular
104387,2016-04-28,4,68.95,207,17.24,Regular
104388,2016-01-19,5,173.73,307,34.75,Regular
104389,2016-09-19,6,323.07,63,53.85,Regular
104390,2016-10-09,12,293.36,43,24.45,Frequent
104391,2016-11-11,8,356.45,10,44.56,Regular
104392,2016-11-02,7,314.52,19,44.93,Regular
104393,2016-08-11,8,170.14,102,21.27,Regular
104394,2016-02-22,6,139.98,273,23.33,Regular
104395,2016-06-24,10,422.35,150,42.24,Regular
104396,2016-06-26,7,216.84,148,30.98,Regular
104397,2016-05-05,7,332.91,200,47.56,Regular
104398,2016-11-12,8,157.88,9,19.74,Regular
104399,2016-05-15,5,366.82,190,73.36,Regular
104400,2016-09-29,11,416.1,53,37.83,Frequent
104401,2016-08-05,6,145.19,108,24.2,Regular
104402,2016-09-29,10,391.71,53,39.17,Regular
104403,2016-10-23,10,455.93,29,45.59,Regular
104404,2016-11-14,9,394.27,7,43.81,Regular
104405,2015-10-05,6,85.79,413,14.3,Regular
104406,2016-03-11,2,21.1,255,10.55,Occasional
104407,2016-07-02,4,147.05,142,36.76,Regular
104408,2016-09-13,4,130.59,69,32.65,Regular
104409,2016-09-25,6,302.79,57,50.46,Regular
104410,2016-07-15,8,164.83,129,20.6,Regular
104411,2015-09-10,4,113.03,438,28.26,Regular
104412,2016-07-13,7,246.51,131,35.22,Regular
104413,2015-09-15,6,159.73,433,26.62,Regular
104414,2016-07-21,6,202.59,123,33.76,Regular
104415,2016-07-28,5,104.21,116,20.84,Regular
104416,2015-10-13,3,89.65,405,29.88,Occasional
104417,2016-10-13,5,162.61,39,32.52,Regular
104418,2016-06-20,5,200.11,154,40.02,Regular
104419,2015-09-14,3,60.99,434,20.33,Occasional
104420,2016-10-27,6,384.05,25,64.01,Regular
104421,2016-05-17,6,186.96,188,31.16,Regular
104422,2016-04-03,4,139.97,232,34.99,Regular
104423,2015-11-17,7,189.95,370,27.14,Regular
104424,2016-07-05,8,321.47,139,40.18,Regular
104425,2015-12-27,6,149.65,330,24.94,Regular
104426,2016-09-01,7,222.19,81,31.74,Regular
104427,2016-11-16,3,245.51,5,81.84,Occasional
104428,2016-06-06,7,576.51,168,82.36,Regular
104429,2016-09-05,6,218.83,77,36.47,Regular
104430,2016-10-24,10,301.78,28,30.18,Regular
104431,2016-02-02,4,108.52,293,27.13,Regular
104432,2016-04-29,7,429.35,206,61.34,Regular
104433,2016-11-13,3,50.89,8,16.96,Occasional
104434,2016-07-19,6,141.98,125,23.66,Regular
104435,2015-08-03,2,43.07,476,21.53,Occasional
104436,2016-07-24,4,76.42,120,19.1,Regular
104437,2016-08-12,4,119.67,101,29.92,Regular
104438,2016-07-20,6,219.97,124,36.66,Regular
104439,2015-12-17,9,231.66,340,25.74,Regular
104440,2016-06-19,8,227.89,155,28.49,Regular
104441,2016-05-19,10,548.13,186,54.81,Regular
104442,2016-08-11,5,291.51,102,58.3,Regular
104443,2016-01-16,4,94.5,310,23.62,Regular
104444,2016-09-19,9,273.56,63,30.4,Regular
104445,2016-04-23,8,322.74,212,40.34,Regular
104446,2016-11-09,8,489.69,12,61.21,Regular
104447,2016-09-14,6,344.98,68,57.5,Regular
104448,2016-01-09,10,546.14,317,54.61,Regular
104449,2016-07-27,3,109.64,117,36.55,Occasional
104450,2016-07-22,8,336.3,122,42.04,Regular
104451,2016-06-25,5,176.52,149,35.3,Regular
104452,2016-09-15,8,299.84,67,37.48,Regular
104453,2016-08-22,5,177.01,91,35.4,Regular
104454,2015-04-27,6,165.83,574,27.64,Regular
104455,2016-04-03,7,207.38,232,29.63,Regular
104456,2015-03-05,6,223.03,627,37.17,Regular
104457,2016-05-12,7,236.2,193,33.74,Regular
