donor_id,donor_age,donor_gender,donor_country,donor_type,registration_date,last_donation_date,frequency,monetary,average_donation,recency,r_score,f_score,m_score,rfm_score,recency_log,frequency_log,monetary_log,cluster_id,segment_name,segment_color,engagement_strategy
103928,26,Male,Philippines,Individual,2014-03-26,2016-08-28,7,235.48,33.64,85,4,4,4,444,4.454347296253507,2.0794415416798357,5.465863637759837,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103929,53,Male,Philippines,Individual,2015-08-19,2014-07-08,1,32.37,32.37,867,1,1,1,111,6.7661917146603505,0.6931471805599453,3.5076572927632825,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
103930,57,Male,Togo,Individual,2016-10-16,2016-03-03,4,149.65,37.41,263,2,2,2,222,5.575949103146316,1.6094379124341003,5.01495926557631,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103931,55,Male,Philippines,Small Business,2014-07-25,2016-11-11,5,104.99,21.0,10,5,3,1,531,2.3978952727983707,1.791759469228055,4.663344750039164,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103932,21,Male,Philippines,Individual,2016-05-30,2016-09-09,6,162.47,27.08,73,4,3,3,433,4.30406509320417,1.9459101490553132,5.096629487263117,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103933,55,Male,Bolivia,Small Business,2015-08-18,2015-11-26,5,102.33,20.47,361,1,3,1,131,5.8916442118257715,1.791759469228055,4.637927750226264,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103934,56,Female,United States,NGO,2014-11-23,2016-07-20,7,231.76,33.11,124,3,4,4,344,4.8283137373023015,2.0794415416798357,5.450007879788469,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103935,27,Female,Peru,Individual,2016-03-13,2016-09-12,7,352.8,50.4,70,4,4,5,445,4.2626798770413155,2.0794415416798357,5.8687317817256845,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103936,62,Male,Pakistan,Individual,2016-06-10,2016-05-03,10,321.11,32.11,202,2,5,5,255,5.313205979041787,2.3978952727983707,5.774893102114154,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103937,45,Female,Kenya,Individual,2014-05-27,2016-11-07,5,161.38,32.28,14,5,3,2,532,2.70805020110221,1.791759469228055,5.089939267434301,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103938,43,Male,Kenya,NGO,2015-11-30,2016-10-19,11,239.15,21.74,33,5,5,4,554,3.5263605246161616,2.4849066497880004,5.481263728110833,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103939,56,Female,Mali,Individual,2016-08-17,2016-08-20,5,152.17,30.43,93,4,3,2,432,4.543294782270004,1.791759469228055,5.031548415676463,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103940,45,Female,United States,Individual,2015-11-14,2016-10-21,5,317.96,63.59,31,5,3,5,535,3.4657359027997265,1.791759469228055,5.765065703073099,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103941,46,Female,Kenya,Individual,2015-07-15,2016-07-25,6,198.56,33.09,119,3,3,3,333,4.787491742782046,1.9459101490553132,5.296114942992837,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103942,34,Female,Kenya,NGO,2014-05-24,2016-06-04,5,150.67,30.13,170,2,3,2,232,5.14166355650266,1.791759469228055,5.021707108063305,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103943,67,Female,Kenya,Individual,2015-04-07,2016-10-08,4,201.86,50.46,44,4,2,3,423,3.8066624897703196,1.6094379124341003,5.312516085947849,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103944,69,Female,Philippines,Small Business,2016-07-17,2016-11-02,7,210.82,30.12,19,5,4,3,543,2.995732273553991,2.0794415416798357,5.355736857415523,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103945,24,Male,Kenya,Individual,2016-03-29,2016-10-17,7,206.52,29.5,35,5,4,3,543,3.58351893845611,2.0794415416798357,5.335227720568134,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103946,56,Male,Philippines,Individual,2015-04-07,2016-09-24,4,147.84,36.96,58,4,2,2,422,4.07753744390572,1.6094379124341003,5.002871903478422,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103947,19,Female,Guatemala,Individual,2014-11-13,2016-02-06,6,215.21,35.87,289,2,3,3,233,5.66988092298052,1.9459101490553132,5.376250157604459,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103948,37,Male,Kenya,Individual,2016-04-03,2016-08-09,8,330.0,41.25,104,3,5,5,355,4.653960350157523,2.1972245773362196,5.802118375377063,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103949,69,Female,Nigeria,Individual,2016-09-18,2015-05-17,3,107.5,35.83,554,1,1,1,111,6.318968113746434,1.3862943611198906,4.686750172980514,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103950,27,Female,Pakistan,Individual,2014-11-04,2016-09-26,6,261.2,43.53,56,4,3,4,434,4.04305126783455,1.9459101490553132,5.569107571329599,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103951,37,Male,Palestine,Small Business,2016-04-10,2016-09-11,8,278.33,34.79,71,4,5,4,454,4.276666119016055,2.1972245773362196,5.632393878568548,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103952,29,Male,Albania,Small Business,2014-11-12,2016-07-21,4,147.42,36.86,123,3,2,2,322,4.820281565605037,1.6094379124341003,5.000046092541988,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103953,56,Female,El Salvador,Individual,2016-04-27,2016-06-26,2,28.83,14.42,148,3,1,1,311,5.003946305945459,1.0986122886681098,3.395514598526657,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
103954,42,Male,Philippines,Individual,2016-09-15,2016-11-09,5,141.6,28.32,12,5,3,2,532,2.5649493574615367,1.791759469228055,4.960043507980195,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103955,49,Female,Mali,Individual,2015-11-11,2016-07-10,9,349.97,38.89,134,3,5,5,355,4.90527477843843,2.302585092994046,5.86070074972762,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103956,67,Female,Philippines,Individual,2015-05-25,2016-08-30,6,127.32,21.22,83,4,3,2,432,4.430816798843313,1.9459101490553132,4.8545271441182045,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103957,45,Male,Philippines,Small Business,2014-11-19,2016-09-04,10,480.22,48.02,78,4,5,5,455,4.3694478524670215,2.3978952727983707,6.176324545996583,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103958,56,Female,Philippines,NGO,2014-03-03,2016-05-17,7,214.44,30.63,188,2,4,3,243,5.241747015059643,2.0794415416798357,5.372682448503343,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103959,23,Female,Zimbabwe,NGO,2014-02-24,2016-05-30,6,290.96,48.49,175,2,3,4,234,5.170483995038151,1.9459101490553132,5.676616806583431,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103960,29,Female,Philippines,Individual,2016-05-06,2016-09-28,4,162.52,40.63,54,4,2,3,423,4.007333185232471,1.6094379124341003,5.09693530701534,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103961,68,Male,Cambodia,Individual,2015-11-09,2016-07-20,2,16.35,8.18,124,3,1,1,311,4.8283137373023015,1.0986122886681098,2.8535925063928684,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
103962,63,Female,Uganda,NGO,2014-08-22,2015-04-22,3,111.92,37.31,579,1,1,2,112,6.363028103540465,1.3862943611198906,4.726679603385288,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103963,52,Female,Paraguay,Individual,2015-07-20,2016-08-17,8,445.15,55.64,96,3,5,5,355,4.574710978503383,2.1972245773362196,6.10065521834616,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103964,38,Male,Kenya,Individual,2016-06-19,2016-10-18,5,188.07,37.61,34,5,3,3,533,3.5553480614894135,1.791759469228055,5.242117316859837,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103965,28,Female,Mexico,Individual,2015-10-26,2016-10-27,6,143.73,23.96,25,5,3,2,532,3.258096538021482,1.9459101490553132,4.974869937649514,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103966,63,Female,India,Small Business,2016-07-27,2016-05-13,11,347.77,31.62,192,2,5,5,255,5.262690188904886,2.4849066497880004,5.854412679161512,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103967,59,Male,Uganda,Individual,2014-05-01,2016-06-28,8,185.58,23.2,146,3,5,3,353,4.990432586778736,2.1972245773362196,5.228860101532815,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103968,30,Female,El Salvador,Corporate,2014-03-17,2016-06-09,8,261.7,32.71,165,3,5,4,354,5.111987788356544,2.1972245773362196,5.571012696691494,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103969,49,Female,Rwanda,Individual,2015-11-15,2016-06-15,3,102.28,34.09,159,3,1,1,311,5.075173815233827,1.3862943611198906,4.637443746538387,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103970,50,Female,Mali,Individual,2015-08-20,2016-07-24,4,73.01,18.25,120,3,2,1,321,4.795790545596741,1.6094379124341003,4.304200219209375,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103971,43,Male,El Salvador,Individual,2015-12-07,2016-03-26,3,306.99,102.33,240,2,1,5,215,5.484796933490655,1.3862943611198906,5.7300673149140255,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103972,67,Female,Kenya,Small Business,2016-10-02,2016-08-15,6,302.48,50.41,98,3,3,5,335,4.59511985013459,1.9459101490553132,5.715315710469874,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103973,24,Other,Philippines,Individual,2014-04-23,2015-11-10,4,304.94,76.24,377,1,2,5,125,5.934894195619588,1.6094379124341003,5.723389004295119,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103974,31,Female,Philippines,Corporate,2016-08-11,2016-09-02,4,162.94,40.74,80,4,2,3,423,4.394449154672439,1.6094379124341003,5.099500507224884,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103975,23,Male,Philippines,Individual,2014-03-04,2016-09-25,7,169.5,24.21,57,4,4,3,443,4.060443010546419,2.0794415416798357,5.1387352967235715,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103976,54,Male,Philippines,Small Business,2015-06-23,2016-08-14,10,225.34,22.53,99,3,5,4,354,4.605170185988092,2.3978952727983707,5.4220382935377955,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103977,52,Female,Philippines,Small Business,2016-05-02,2016-10-18,7,109.19,15.6,34,5,4,1,541,3.5553480614894135,2.0794415416798357,4.702206148499686,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103978,70,Male,Indonesia,Individual,2015-11-29,2016-10-04,3,42.22,14.07,48,4,1,1,411,3.8918202981106265,1.3862943611198906,3.76630335107874,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
103979,46,Male,Kyrgyzstan,Small Business,2014-08-17,2016-11-06,7,115.92,16.56,15,5,4,2,542,2.772588722239781,2.0794415416798357,4.761489940243045,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103980,25,Male,Palestine,Individual,2015-09-12,2015-06-30,8,264.11,33.01,510,1,5,4,154,6.236369590203704,2.1972245773362196,5.580144834198022,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103981,41,Female,Tajikistan,Small Business,2016-07-13,2016-10-11,5,183.13,36.63,41,5,3,3,533,3.7376696182833684,1.791759469228055,5.215642029879128,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103982,22,Male,Tajikistan,Small Business,2014-07-28,2016-04-09,8,385.96,48.24,226,2,5,5,255,5.424950017481403,2.1972245773362196,5.958321328514728,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103983,53,Female,Philippines,Individual,2016-08-18,2016-07-14,4,153.24,38.31,130,3,2,2,322,4.875197323201151,1.6094379124341003,5.038509830862235,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103984,53,Female,Nigeria,Individual,2015-11-01,2015-11-27,2,91.83,45.92,360,1,1,1,111,5.8888779583328805,1.0986122886681098,4.530769863411841,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
103985,63,Other,Kenya,Corporate,2014-03-31,2016-10-02,6,159.42,26.57,50,4,3,2,432,3.9318256327243257,1.9459101490553132,5.077795375938779,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103986,36,Female,Peru,Corporate,2014-12-08,2015-10-22,6,260.07,43.34,396,1,3,4,134,5.983936280687191,1.9459101490553132,5.5647885705974245,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103987,34,Male,The Democratic Republic of the Congo,Individual,2016-06-02,2016-11-11,5,136.78,27.36,10,5,3,2,532,2.3978952727983707,1.791759469228055,4.92565821016505,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103988,21,Female,Mexico,Corporate,2014-12-13,2016-08-12,5,159.89,31.98,101,3,3,2,332,4.624972813284271,1.791759469228055,5.080720901662944,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103989,40,Male,Philippines,Individual,2016-08-27,2016-08-17,5,170.65,34.13,96,3,3,3,333,4.574710978503383,1.791759469228055,5.145457519903701,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103990,43,Other,India,Individual,2015-03-07,2016-09-24,9,320.85,35.65,58,4,5,5,455,4.07753744390572,2.302585092994046,5.774085598498625,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103991,57,Male,Philippines,Individual,2014-12-18,2015-10-03,6,132.8,22.13,415,1,3,2,132,6.030685260261263,1.9459101490553132,4.896346147694128,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103992,57,Female,Philippines,Individual,2016-05-23,2016-11-16,11,600.17,54.56,5,5,5,5,555,1.791759469228055,2.4849066497880004,6.398877756434162,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103993,25,Female,Philippines,Individual,2016-03-15,2016-02-06,10,356.68,35.67,289,2,5,5,255,5.66988092298052,2.3978952727983707,5.879638731925725,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103994,33,Male,Philippines,Individual,2014-09-02,2016-06-06,2,156.45,78.22,168,2,1,2,212,5.1298987149230735,1.0986122886681098,5.059107947547034,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
103995,45,Female,Nigeria,Individual,2016-03-11,2016-03-27,11,384.11,34.92,239,2,5,5,255,5.480638923341991,2.4849066497880004,5.953529007764945,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103996,35,Male,El Salvador,Individual,2014-09-15,2016-10-26,4,357.72,89.43,26,5,2,5,525,3.295836866004329,1.6094379124341003,5.882542139883795,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103997,19,Male,Philippines,Small Business,2016-07-06,2016-06-09,9,207.9,23.1,165,3,5,3,353,5.111987788356544,2.302585092994046,5.34185566856252,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
103998,62,Male,Benin,Small Business,2014-01-09,2016-11-08,7,228.77,32.68,13,5,4,4,544,2.6390573296152584,2.0794415416798357,5.437078808589612,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
103999,56,Male,Peru,Corporate,2015-11-10,2015-12-21,6,165.87,27.64,336,1,3,3,133,5.820082930352362,1.9459101490553132,5.117215066158812,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104000,45,Female,El Salvador,Individual,2014-06-09,2016-09-06,5,204.32,40.86,76,4,3,3,433,4.343805421853684,1.791759469228055,5.324569737692102,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104001,34,Female,Peru,NGO,2015-11-25,2016-06-07,12,391.31,32.61,167,3,5,5,355,5.123963979403259,2.5649493574615367,5.972052343586521,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104002,62,Male,Peru,Individual,2016-09-29,2015-01-27,6,253.91,42.32,664,1,3,4,134,6.499787040655854,1.9459101490553132,5.54091054168356,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104003,19,Female,Cambodia,Individual,2015-11-16,2016-11-14,5,282.25,56.45,7,5,3,4,534,2.0794415416798357,1.791759469228055,5.646329899908116,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104004,41,Female,Tajikistan,Small Business,2015-03-21,2016-08-25,5,170.54,34.11,88,4,3,3,433,4.48863636973214,1.791759469228055,5.144816475562275,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104005,60,Female,Togo,Individual,2016-04-23,2016-07-17,7,210.69,30.1,127,3,4,3,343,4.852030263919617,2.0794415416798357,5.355122940369489,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104006,68,Male,Kenya,Small Business,2014-07-20,,0,0.0,0.0,855,1,1,1,111,6.752270376141742,0.0,0.0,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
104007,31,Female,Cambodia,Individual,2015-07-11,2015-10-01,3,87.85,29.28,417,1,1,1,111,6.035481432524756,1.3862943611198906,4.486949554600661,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104008,52,Male,Philippines,Individual,2016-09-16,2016-07-21,8,238.44,29.8,123,3,5,4,354,4.820281565605037,2.1972245773362196,5.478302863544443,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104009,28,Female,Indonesia,Individual,2014-12-31,2016-09-21,7,215.0,30.71,61,4,4,3,443,4.127134385045092,2.0794415416798357,5.375278407684165,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104010,24,Female,Kenya,Individual,2014-01-29,2016-11-19,5,99.14,19.83,2,5,3,1,531,1.0986122886681098,1.791759469228055,4.606569206901798,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104011,36,Female,Kenya,Individual,2015-03-29,2016-10-30,7,222.38,31.77,22,5,4,4,544,3.1354942159291497,2.0794415416798357,5.408874357112681,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104012,64,Male,Congo,Individual,2015-05-12,2016-11-11,8,226.38,28.3,10,5,5,4,554,2.3978952727983707,2.1972245773362196,5.4266226267009605,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104013,54,Male,Colombia,Individual,2016-04-11,2016-04-19,3,102.01,34.0,216,2,1,1,211,5.37989735354046,1.3862943611198906,4.634826070895602,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104014,43,Female,Philippines,Small Business,2016-04-04,2016-08-18,5,197.33,39.47,95,3,3,3,333,4.564348191467836,1.791759469228055,5.289932310013596,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104015,32,Male,Kenya,Individual,2014-12-15,2016-09-16,8,339.65,42.46,66,4,5,5,455,4.204692619390966,2.1972245773362196,5.830855557219677,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104016,25,Male,El Salvador,Individual,2016-03-02,2016-01-15,5,213.08,42.62,311,1,3,3,133,5.7430031878094825,1.791759469228055,5.366349776939864,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104017,32,Female,Ukraine,Individual,2014-05-28,2016-01-10,4,162.24,40.56,316,1,2,2,122,5.75890177387728,1.6094379124341003,5.095221510537605,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104018,26,Female,Uganda,Individual,2014-07-14,2016-11-10,7,287.86,41.12,11,5,4,4,544,2.4849066497880004,2.0794415416798357,5.665942141673021,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104019,27,Male,Philippines,Individual,2015-09-12,2016-06-16,8,191.02,23.88,158,3,5,3,353,5.0689042022202315,2.1972245773362196,5.257599533269477,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104020,54,Male,Pakistan,Individual,2015-12-27,2016-07-12,6,177.0,29.5,132,3,3,3,333,4.890349128221754,1.9459101490553132,5.181783550292085,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104021,25,Female,El Salvador,NGO,2016-04-07,2016-10-05,6,164.43,27.4,47,4,3,3,433,3.871201010907891,1.9459101490553132,5.108548144618925,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104022,20,Male,Philippines,Individual,2015-09-30,2016-07-27,8,353.94,44.24,117,3,5,5,355,4.770684624465665,2.1972245773362196,5.8719487611064185,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104023,46,Male,Indonesia,Small Business,2014-05-12,2015-08-15,6,215.31,35.88,464,1,3,3,133,6.142037405587356,1.9459101490553132,5.37671256397541,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104024,33,Male,Philippines,Individual,2015-11-24,2015-10-19,5,199.99,40.0,399,1,3,3,133,5.991464547107982,1.791759469228055,5.30325515557766,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104025,42,Male,Zimbabwe,Individual,2015-03-17,2016-06-02,6,224.38,37.4,172,2,3,4,234,5.153291594497779,1.9459101490553132,5.417787866524203,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104026,25,Other,Guatemala,Individual,2014-10-01,2016-09-21,6,183.25,30.54,61,4,3,3,433,4.127134385045092,1.9459101490553132,5.216293531069446,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104027,29,Male,Philippines,Individual,2014-12-14,2016-06-04,6,125.67,20.94,170,2,3,2,232,5.14166355650266,1.9459101490553132,4.841585279495541,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104028,41,Male,Bolivia,Individual,2016-04-10,2016-01-20,7,222.65,31.81,306,1,4,4,144,5.726847747587197,2.0794415416798357,5.410082329878857,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104029,54,Female,Honduras,Individual,2014-07-02,2016-04-08,3,83.06,27.69,227,2,1,1,211,5.429345628954441,1.3862943611198906,4.431530829576971,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104030,39,Male,Colombia,Individual,2015-07-28,2016-09-17,2,198.3,99.15,65,4,1,3,413,4.189654742026425,1.0986122886681098,5.294811227218749,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104031,46,Male,Colombia,Individual,2014-03-27,2016-08-19,6,559.08,93.18,94,4,3,5,435,4.553876891600541,1.9459101490553132,6.328079630668943,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104032,45,Other,Philippines,Individual,2016-01-14,2016-05-06,3,81.09,27.03,199,2,1,1,211,5.298317366548036,1.3862943611198906,4.407816206360175,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104033,32,Female,Philippines,Small Business,2014-06-03,2015-12-02,5,110.33,22.07,355,1,3,2,132,5.87493073085203,1.791759469228055,4.712498763740616,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104034,32,Male,Bolivia,NGO,2016-08-20,2016-11-13,6,205.13,34.19,8,5,3,3,533,2.1972245773362196,1.9459101490553132,5.328507037711094,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104035,40,Male,Philippines,Individual,2016-06-22,2016-10-24,6,278.79,46.46,28,5,3,4,534,3.367295829986474,1.9459101490553132,5.634039321778546,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104036,19,Male,Kenya,Individual,2016-05-26,2016-11-08,7,201.83,28.83,13,5,4,3,543,2.6390573296152584,2.0794415416798357,5.312368189770696,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104037,54,Male,Cambodia,Individual,2014-12-24,2016-02-24,6,218.74,36.46,271,2,3,4,234,5.605802066295998,1.9459101490553132,5.392445029272735,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104038,50,Female,Philippines,NGO,2016-03-12,2016-01-19,3,86.58,28.86,307,1,1,1,111,5.730099782973574,1.3862943611198906,4.4725526613732525,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
104039,34,Female,Guatemala,Individual,2014-05-19,2016-04-22,9,355.01,39.45,213,2,5,5,255,5.365976015021851,2.302585092994046,5.8749588203451575,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104040,37,Female,Lebanon,Individual,2014-10-25,2016-03-13,6,272.38,45.4,253,2,3,4,234,5.537334267018537,1.9459101490553132,5.610862768724507,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104041,35,Female,Palestine,Corporate,2014-05-17,2016-10-09,11,309.86,28.17,43,4,5,5,455,3.784189633918261,2.4849066497880004,5.739342650054752,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104042,52,Male,Philippines,Individual,2014-02-25,2016-11-18,9,416.99,46.33,3,5,5,5,555,1.3862943611198906,2.302585092994046,6.03545750879361,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
104043,58,Female,Uganda,Individual,2015-01-12,2016-08-24,6,217.35,36.22,89,4,3,3,433,4.499809670330265,1.9459101490553132,5.38609927993157,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
104044,23,Female,United States,NGO,2015-08-12,2016-07-21,3,45.25,15.08,123,3,1,1,311,4.820281565605037,1.3862943611198906,3.834061463958434,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
